id,original_title,overview,release_date,popularity,vote_average,vote_count,genre_names
73723,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",2012-03-01,84.621,6.495,3399,"['Animation', 'Family']"
9870,Forgetting Sarah Marshall,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",2008-04-17,22.247,6.494,3263,"['Comedy', 'Romance', 'Drama']"
253,Live and Let Die,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,1973-06-27,60.635,6.5,1948,"['Adventure', 'Action', 'Thriller']"
791155,Secret Headquarters,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",2022-08-12,37.343,6.494,335,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Family']"
335051,Se Dio vuole,"The son of an atheist, authoritarian father, believed to be liberal, wants to become a priest.",2015-04-09,8.195,6.494,589,['Comedy']
227700,Anna,"A man with the ability to enter peoples' memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma.",2013-10-13,25.386,6.494,614,"['Thriller', 'Drama']"
63492,What's Your Number?,"Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",2011-09-30,22.425,6.494,2279,"['Comedy', 'Romance']"
33689,It Takes Two,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",1995-11-17,20.54,6.5,857,"['Comedy', 'Family', 'Romance']"
12222,Horton Hears a Who!,"The classic and beloved story from Dr. Seuss is now a CG animated film from 20th Century Fox Animation, the makers of the Ice Age films. An imaginative elephant named Horton (Jim Carrey) hears a faint cry for help coming from a tiny speck of dust floating through the air. Horton suspects there may be life on that speck and despite a surrounding community, which thinks he has lost his mind, he is determined to save the tiny particle! Jim Carrey and Steve Carell lead an all-star cast in bringing this wonderful family picture to life!",2008-03-03,32.669,6.494,3152,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']"
8346,My Big Fat Greek Wedding,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,2002-04-19,16.276,6.494,2047,"['Comedy', 'Drama', 'Romance']"
961484,Last Seen Alive,"After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.",2022-05-12,31.422,6.49,881,"['Action', 'Thriller']"
39103,ドラゴンボールZ 激突!!100億パワーの戦士たち,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,1992-03-07,41.441,6.497,909,"['Action', 'Animation', 'Science Fiction']"
16690,Return to Never Land,"In 1940, the world is besieged by World War II. Wendy, all grown up, has two children; including Jane, who does not believe Wendy's stories about Peter Pan.",2002-02-14,27.068,6.493,2269,"['Adventure', 'Fantasy', 'Animation', 'Family']"
10622,一個好人,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,1997-01-31,18.389,6.493,632,"['Crime', 'Action', 'Comedy']"
1551,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",1990-08-10,51.66,6.493,1473,"['Drama', 'Science Fiction', 'Horror']"
535,Flashdance,"Alex Owens, a teen juggling between two odd jobs, aspires to become a successful ballet dancer. Nick, who is her boss and lover, supports and encourages her to fulfil her dream.",1983-04-14,74.003,6.493,1408,"['Drama', 'Romance']"
341174,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",2017-02-08,86.478,6.492,7459,"['Drama', 'Romance']"
12610,Osmosis Jones,"A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",2001-08-10,34.622,6.492,973,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']"
4233,Scream 2,"Away at college, Sidney Prescott thought she'd finally put the shocking murders that shattered her life behind her... until a copycat killer begins acting out a real-life sequel.",1997-12-12,324.061,6.492,3975,"['Horror', 'Mystery']"
977506,Mon crime,"In 1930s Paris, Madeleine, a pretty, young, penniless and talentless actress, is accused of murdering a famous producer. Helped by her best friend Pauline, a young unemployed lawyer, she is acquitted on the grounds of self-defense. A new life of fame and success begins, until the truth comes out.",2023-03-08,28.708,6.5,346,"['Crime', 'Comedy', 'Mystery', 'Drama']"
72387,Safe,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",2012-04-16,43.721,6.49,2354,"['Action', 'Crime', 'Thriller']"
13665,Arthur,Arthur is a 30-year-old child who will inherit $750 million if he complies with his family's demands and marries the woman of their choosing.,1981-07-17,28.64,6.491,400,"['Comedy', 'Drama', 'Romance']"
10866,Joy Ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",2001-10-05,27.145,6.491,1129,"['Mystery', 'Thriller', 'Drama']"
203793,Сталинград,"A band of determined Russian soldiers fight to hold a strategic building in their devastated city against a ruthless German army, and in the process become deeply connected to a Russian woman who has been living there.",2013-10-09,0.517,6.49,341,"['War', 'Action', 'Drama']"
160139,Night Train to Lisbon,"Raimund Gregorius, having saved a beautiful Portuguese woman from leaping to her death, stumbles upon a mesmerizing book by a Portuguese author, which compels him to suddenly abandon the boring life he has led for years and to embark on an enthralling adventure.  In search of the author, Gregorius acts as detective, pulling together pieces of a puzzle that involves political and emotional intrigue and the highest possible stakes. His voyage is one that transcends time and space, delving into the realms of history, medicine and love, all in search of true meaning to his life.",2013-03-07,15.9,6.49,390,"['Mystery', 'Romance', 'Thriller']"
14854,Lone Wolf McQuade,"The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates in a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.",1983-04-15,17.643,6.49,338,"['Action', 'Crime']"
11001,Blue Streak,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective.",1999-09-17,35.14,6.49,1417,"['Action', 'Comedy', 'Crime']"
7442,Sleeping with the Enemy,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",1991-01-13,24.424,6.49,1021,"['Drama', 'Crime', 'Thriller']"
301804,Before I Wake,An orphaned child's dreams—and nightmares—manifest physically as he sleeps.,2016-04-07,20.313,6.489,1791,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
204922,Before I Go to Sleep,"Ever since she sustained a traumatic head injury, Christine Lucas has suffered from anterograde amnesia, unable to form new memories and having forgotten the last 15 years of her life. Every morning, she becomes reacquainted with her husband, Ben, and the other constants in her life. Terrifying truths about her past begin to emerge, causing her to question everything -- and everyone -- around her.",2014-09-03,24.509,6.489,1947,"['Thriller', 'Mystery']"
300155,A Royal Night Out,"The re-imagining of VE Day in 1945, when Princess Elizabeth and her sister, Margaret were allowed out from Buckingham Palace for the night to join in the celebrations, and encounter romance and danger.",2015-05-14,16.507,6.5,301,"['Comedy', 'Drama', 'Romance']"
101669,Mother's Day,Crazed members of a sadistic family return to their childhood home to terrorize the new owners.,2010-09-23,14.802,6.488,401,"['Thriller', 'Crime', 'Horror']"
75674,Act of Valor,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",2012-02-24,19.64,6.488,1086,"['Action', 'Thriller', 'War']"
8954,Reservation Road,"Two fathers' lives intersect when one of them is involved in a terrible and sudden hit-and-run car accident that leaves the other's son dead. In response, the two men react in unexpected ways as a reckoning looms in the near future.",2007-09-13,21.735,6.488,360,"['Drama', 'Crime', 'Thriller']"
664,Twister,"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa.",1996-05-10,173.18,6.488,3094,"['Action', 'Adventure', 'Drama']"
401469,Widows,"A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, they join forces to pull off a heist.",2018-11-06,50.788,6.487,2228,"['Crime', 'Thriller']"
400157,Wonder Park,"A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.",2019-03-13,36.217,6.487,672,"['Comedy', 'Animation', 'Adventure', 'Family', 'Fantasy']"
297608,The Taking of Deborah Logan,"What starts as a poignant medical documentary about Deborah Logan's descent into Alzheimer's disease and her daughter's struggles as caregiver degenerates into a maddening portrayal of dementia at its most frightening, as hair-raising events begin to plague the family and crew and an unspeakable malevolence threatens to tear the very fabric of sanity from them all.",2014-10-21,31.803,6.486,1155,"['Horror', 'Mystery', 'Thriller']"
18032,The Secret of Moonacre,"When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle she didn't know she had, at the mysterious Moonacre Manor.",2009-02-06,19.417,6.487,435,"['Adventure', 'Fantasy', 'Romance']"
13573,The United States of Leland,"A withdrawn young man, Leland Fitzgerald is imprisoned for the murder of a mentally disabled boy, who also happened to be the brother of his girlfriend, Becky. As the community struggles to deal with the killing, Pearl Madison, a teacher at the prison, decides to write about Leland's case. Meanwhile, others affected by the murder, including Becky and her sister, Julie, must contend with their own problems.",2003-05-15,11.111,6.487,304,"['Crime', 'Drama']"
12242,Mulan II,"Fa Mulan gets the surprise of her young life when her love, Captain Li Shang asks for her hand in marriage. Before the two can have their happily ever after, the Emperor assigns them a secret mission, to escort three princesses to Chang'an, China. Mushu is determined to drive a wedge between the couple after he learns that he will lose his guardian job if Mulan marries into the Li family.",2004-11-03,70.423,6.5,2261,"['Animation', 'Comedy', 'Family', 'Action']"
10660,It Could Happen to You,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",1994-07-29,19.543,6.487,697,"['Comedy', 'Drama', 'Romance']"
152,Star Trek: The Motion Picture,"When an unidentified alien destroys three powerful Klingon cruisers, Captain James T. Kirk returns to the newly transformed U.S.S. Enterprise to take command.",1979-12-07,38.286,6.5,1651,"['Science Fiction', 'Adventure', 'Mystery']"
667739,The Man from Toronto,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at a rental cabin.",2022-12-23,24.264,6.486,313,"['Action', 'Adventure', 'Comedy']"
492282,Come un gatto in tangenziale,"The story of an encounter between a bourgeois man and a poor woman, because their teenage children fall in love.",2017-12-28,7.736,6.483,881,"['Family', 'Comedy']"
270343,Les Combattants,"Arnaud, facing an uncertain future and a dearth of choices in a small French coastal town, meets and falls for the apocalyptic-minded Madeleine, who joins an army boot camp to learn military and survival skills to prepare for the upcoming environmental collapse. Intrigued and excited by Madeleine’s wild ideas, Arnaud signs up for the boot camp himself. They soon realize that the boot camp is harder than they’d imagined, but the experience nonetheless cements them together as the couple continues to explore their young love.",2014-08-20,19.386,6.5,425,"['Comedy', 'Romance']"
12689,"Angus, Thongs and Perfect Snogging","Georgia Nicolson is fourteen, lives with nosey parents who don't understand her, an annoying three year old sister and has to wear a beret to school. She would, however, rather be blonde, have a smaller nose and a boyfriend. Revolving around her hilarious journal entries, prepare to be engulfed in the world of the soaring joys and bottomless angst of being a teenager.",2008-07-25,15.736,6.486,779,"['Comedy', 'Drama', 'Family', 'Romance']"
10684,Courage Under Fire,"A US Army officer, who made a ""friendly fire"" mistake that was covered up, has been reassigned to a desk job. He is tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor. At first all seems in order. But then he begins to notice inconsistencies between the testimonies of the witnesses...",1996-07-04,14.314,6.486,877,"['Drama', 'Thriller', 'Mystery', 'War']"
10326,Forever Young,A 1939 test pilot asks his best friend to use him as a guinea pig for a cryogenics experiment. Daniel McCormick wants to be frozen for a year so that he doesn't have to watch his love lying in a coma. The next thing Daniel knows is that he's been awoken in 1992.,1992-12-16,20.017,6.486,852,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance']"
390054,Sand Castle,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",2017-04-21,46.781,6.485,758,"['War', 'Action', 'Drama']"
14684,School Ties,"When David Greene receives a football scholarship to a prestigious prep school in the 1950s, he feels pressure to hide the fact that he is Jewish from his classmates and teachers, fearing that they may be anti-Semitic. He quickly becomes the big man on campus thanks to his football skills, but when his Jewish background is discovered, his worst fears are realized and his friends turn on him with violent threats and public ridicule.",1992-09-18,26.581,6.484,371,['Drama']
18898,Looking for Eric,A man trying to put his life back on track gets some advice from an unexpected benefactor -- the ex-footballer Eric Cantona.,2009-05-27,7.887,6.484,319,"['Drama', 'Comedy']"
15373,Role Models,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",2008-11-07,28.032,6.484,1816,['Comedy']
13680,The Game Plan,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",2007-09-28,26.679,6.483,1960,"['Comedy', 'Family']"
11980,The Prophecy,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",1995-08-05,21.457,6.484,475,"['Horror', 'Fantasy', 'Thriller']"
723072,Host,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realise they might not survive the night.",2020-12-04,38.395,6.483,876,"['Horror', 'Thriller', 'Mystery']"
529962,The Perfection,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",2018-09-20,18.698,6.483,1299,"['Horror', 'Thriller', 'Drama']"
398929,Alibi.com,"Greg founded a company called Alibi.com that creates any type of alibi. With his associate, Augustin, and Medhi his new employee, they devise unstoppable stratagems and stagings to cover their clients. But meeting Flo, a pretty blonde who hates men who lie, will complicate Greg's life, which begins by hiding the true nature of his activity. During the presentation to parents, Greg understands that Gérard, the father of Flo, is also one of their clients.",2017-02-15,25.455,6.483,1628,['Comedy']
331583,The Whole Truth,A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,2016-03-25,17.688,6.483,1099,"['Drama', 'Thriller']"
467482,Un homme pressé,"The story revolves around Alain, a busy businessman who is always in a rush. In his life, there is no room for spare time or family. But one day, he suffers a stroke, which makes him lose his grasp of language and use one word in place of another.",2018-11-07,9.285,6.482,303,"['Comedy', 'Drama']"
464446,Return,"A young man returns home for the weekend to discover the difficulty of juggling friends, parents, magic mushrooms and several thousand chickens.",2015-07-04,13.418,6.482,414,['Comedy']
15602,Grumpier Old Men,"A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max.",1995-12-22,13.059,6.482,362,"['Romance', 'Comedy']"
10249,The Rocketeer,"A stunt pilot comes across a prototype jetpack that gives him the ability to fly. However, evil forces of the world also want this jetpack at any cost.",1991-06-21,29.293,6.482,891,"['Action', 'Adventure', 'Science Fiction', 'Family']"
9779,The Sisterhood of the Traveling Pants,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",2005-06-01,16.614,6.482,1249,"['Drama', 'Comedy', 'Romance']"
9772,Air Force One,"When Russian neo-nationalists hijack Air Force One, the world's most secure and extraordinary aircraft, the President is faced with a nearly impossible decision to give in to terrorist demands or sacrifice not only the country's dignity, but the lives of his wife and daughter.",1997-07-25,22.935,6.5,2831,"['Action', 'Thriller']"
9615,The Fast and the Furious: Tokyo Drift,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",2006-06-03,14.209,6.482,6602,"['Action', 'Crime', 'Drama', 'Thriller']"
9535,Analyze This,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",1999-03-05,21.434,6.482,1800,"['Comedy', 'Crime']"
788929,Dýrið,"An Icelandic couple live with their herd of sheep on a beautiful but remote farm. When they discover a mysterious newborn on their land, they decide to keep it and raise it as their own. This unexpected development and the prospects of a new family brings them much joy before ultimately destroying them.",2021-08-12,61.274,6.481,806,"['Drama', 'Fantasy', 'Horror']"
747188,Asteroid City,"In an American desert town circa 1955, the itinerary of a Junior Stargazer/Space Cadet convention is spectacularly disrupted by world-changing events.",2023-06-08,64.459,6.481,1632,"['Comedy', 'Drama']"
407436,Mowgli: Legend of the Jungle,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",2018-11-25,26.781,6.481,2423,"['Adventure', 'Drama']"
359246,Hell House LLC,"Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened.",2015-10-16,51.948,6.481,404,"['Horror', 'Mystery', 'Thriller']"
359246,Hell House LLC,"Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened.",2015-10-16,51.948,6.481,404,"['Horror', 'Mystery', 'Thriller']"
96,Beverly Hills Cop II,"Axel Foley returns to the land of sunshine and palm trees to investigate the near-fatal shooting of police Captain Andrew Bogomil. With the help of Sgt. Taggart and Det. Rosewood, they soon uncover that the shooting is associated with a series of ""alphabet"" robberies masterminded by a heartless weapons kingpin—and the chase is on.",1987-05-18,37.721,6.481,2310,"['Action', 'Comedy', 'Crime']"
673174,Ofrenda a la tormenta,Inspector Amaia Salazar confronts the origins of her nightmares as she unfolds the darkest secrets of the Baztan valley. Part 3 in the Baztan Trilogy.,2020-07-24,13.561,6.48,301,"['Crime', 'Thriller']"
540901,Hustlers,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,2019-09-12,307.129,6.48,2850,"['Drama', 'Comedy', 'Crime']"
446791,All the Money in the World,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,2017-12-21,18.313,6.48,2199,"['Crime', 'History', 'Thriller']"
375012,زیر سایه,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself.",2016-09-30,11.646,6.48,636,"['Drama', 'Horror', 'War']"
320367,Return,"A tale of terror. Cathy Reed has been institutionalized most of her life because of Schizophrenia, as a child her parents thought she was possessed by demons and had her exercised by priests. Medical science saw different. Now decades later Cathy is freed, relocated to her own flat and given a chance to be independent. Once alone things are not what they all seem and when her nightmares turn real she questions her state of mind before she is left to face her demons.",2015-01-01,10.678,6.48,806,['Drama']
38363,Fair Game,"Wife and mother Valerie Plame has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson, writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.",2010-05-20,24.393,6.5,743,"['Drama', 'Thriller']"
7516,Smokin' Aces,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",2006-12-09,36.274,6.48,1573,"['Action', 'Comedy', 'Crime', 'Thriller']"
266285,The Salvation,"In 1870s America, a peaceful American settler kills his family's murderer which unleashes the fury of a notorious gang leader. His cowardly fellow townspeople then betray him, forcing him to hunt down the outlaws alone.",2014-05-22,29.75,6.479,826,"['Drama', 'Western']"
16523,Where the Wild Things Are,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways.",2009-10-16,19.848,6.479,1770,"['Family', 'Fantasy', 'Drama', 'Adventure']"
9522,Wedding Crashers,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",2005-07-13,34.213,6.479,4207,"['Comedy', 'Romance']"
492719,GODZILLA 決戦機動増殖都市,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.",2018-05-18,42.104,6.5,321,"['Animation', 'Science Fiction']"
267192,Genius,"New York in the 1920s. Max Perkins, a literary editor is the first to sign such subsequent literary greats as Ernest Hemingway and F. Scott Fitzgerald. When a sprawling, chaotic 1,000-page manuscript by an unknown writer falls into his hands, Perkins is convinced he has discovered a literary genius.",2016-06-10,23.4,6.477,650,"['History', 'Drama']"
199575,These Final Hours,"What would you do on the last day on Earth?  With the end of the world only hours away, the self-absorbed James heads to the ultimate party-to-end-all-parties. On his way there, he saves the life of a young girl named Rose who is searching desperately for her missing father. This simple act sets James on a path to redemption.",2014-07-31,14.264,6.477,537,"['Science Fiction', 'Drama', 'Thriller']"
3536,U-571,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",2000-04-20,28.974,6.5,1168,"['War', 'Action', 'Adventure']"
396940,Super Dark Times,"Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.",2017-09-29,14.362,6.476,588,"['Drama', 'Thriller']"
369230,Loro chi?,"David loses his white collar job, his fiancée and his house after one night with con man Marcello. He tracks him down to exact revenge, but ends up becoming his disciple in order to win back everything.",2015-11-19,14.87,6.5,411,['Comedy']
45243,The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",2011-05-25,50.692,6.476,10162,['Comedy']
763148,Time Is Up,"Vivien, an accomplished student with a passion for physics, and Roy, a troubled young man, are involved in an accident that forces them to reclaim their lives one minute at the time.",2021-09-09,17.391,6.475,641,"['Romance', 'Drama']"
72197,The Pirates! In an Adventure with Scientists!,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",2012-03-12,21.56,6.473,1052,"['Animation', 'Adventure', 'Family', 'Comedy']"
36593,Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",1994-03-18,25.287,6.474,1964,"['Comedy', 'Crime']"
845111,Les trois mousquetaires : Milady,"D'Artagnan, on a quest to rescue the abducted Constance, runs into the mysterious Milady de Winter again. The tension between the Catholics and the Protestants finally escalates, as the king declares war — forcing the now four musketeers into battle. But as the war goes on, they are tested physically, mentally and emotionally.",2023-12-13,236.592,6.473,424,"['Adventure', 'Action', 'Drama']"
708336,Return of the Tooth Fairy,"The Tooth Fairy is back. 15 years after the events of the first movie, Corey, now grown up but mentally scarred has gone to a class reunion. However, the Tooth Fairy is back, and this time - You better have flossed properly.",2020-06-15,9.802,6.5,848,['Horror']
333385,Mr. Right,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",2016-02-29,30.722,6.473,1293,"['Comedy', 'Action', 'Romance', 'Crime']"
243684,"Men, Women & Children","Follows the story of a group of high school teenagers and their parents as they attempt to navigate the many ways the internet has changed their relationships, their communication, their self-image, and their love lives.",2014-10-17,14.409,6.5,848,"['Drama', 'Comedy']"
39101,ドラゴンボールZ 地球まるごと超決戦,Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.,1990-06-07,40.932,6.473,532,"['Action', 'Animation', 'Science Fiction']"
10449,When a Man Loves a Woman,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.",1994-04-29,13.562,6.5,318,"['Drama', 'Romance']"
5174,Rush Hour 3,"After a botched assassination attempt, the mismatched duo finds themselves in Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?",2007-08-08,49.079,6.472,3137,"['Action', 'Comedy', 'Crime']"
157849,A Most Wanted Man,A Chechen Muslim illegally immigrates to Hamburg and becomes a person of interest for a covert government team which tracks the movements of potential terrorists.,2014-07-25,19.722,6.472,1311,['Thriller']
10279,Summer of Sam,"During the summer of 1977, a killer known as the Son of Sam keeps all of New York City on edge with a series of brutal murders.",1999-06-28,16.555,6.472,436,"['Thriller', 'Drama', 'Crime']"
10021,The Secret of My Success,"Brantley Foster, a well-educated kid from Kansas, has always dreamed of making it big in New York, but once in New York, he learns that jobs - and girls - are hard to get. When Brantley visits his uncle, Howard Prescott, who runs a multi-million-dollar company, he is given a job in the company's mail room.",1987-04-10,14.297,6.472,597,['Comedy']
